Country,Code,Year,Meat_total
Grenada,GRD,1995,968.25
Polynesia,OWID_PYA,1995,976.95
Senegal,SEN,1995,98436.19
Micronesia (country),FSM,1996,1285.1
Dominica,DMA,1996,1314.5
Nauru,NRU,1996,73
Tuvalu,TUV,1996,124
Equatorial Guinea,GNQ,1996,493
Grenada,GRD,1996,117
French Guiana,GUF,1996,29
Samoa,WSM,1996,472
Cape Verde,CPV,1996,4771
Guadeloupe,GLP,1996,4836
Martinique,MTQ,1996,5543
New Caledonia,NCL,1996,662
Vanuatu,VUT,1996,6855
Bahrain,BHR,1996,1225
Qatar,QAT,1996,1265
Guyana,GUY,1996,14855
Fiji,FJI,1996,16377
Malta,MLT,1996,179
Saint Lucia,LCA,1996,1964.3
Gabon,GAB,1996,29155
Reunion,REU,1996,29525
North Macedonia,MKD,1996,364
Bosnia and Herzegovina,BIH,1996,343
Tajikistan,TJK,1996,451
Tokelau,TKL,1996,24.3
Malawi,MWI,1996,5586
Estonia,EST,1996,58627
Palestine,PSE,1996,7975
Latvia,LVA,1996,75746
El Salvador,SLV,1996,7887
Nicaragua,NIC,1996,85833
Lebanon,LBN,1996,86145
Cyprus,CYP,1996,9572
Azerbaijan,AZE,1996,11559
Central African Republic,CAF,1996,14742
Turkmenistan,TKM,1996,1119
Zambia,ZMB,1996,113986
Jordan,JOR,1996,116495
Angola,AGO,1996,12198
Moldova,MDA,1996,12511
Panama,PAN,1996,137836
Yemen,YEM,1996,138964
Slovenia,SVN,1996,14691
Somalia,SOM,1996,15273
Cambodia,KHM,1996,15995
Nepal,NPL,1996,16152
Libya,LBY,1996,169752
North Korea,PRK,1996,17135
Kyrgyzstan,KGZ,1996,185583
Tonga,TON,1996,2484.3
Democratic Republic of Congo,COD,1996,216145
Cuba,CUB,1996,251251
Norway,NOR,1996,256523
Mongolia,MNG,1996,259968
Finland,FIN,1996,3228
Israel,ISR,1996,3244
Bolivia,BOL,1996,329167
Solomon Islands,SLB,1996,296.5
Slovakia,SVK,1996,368858
Bhutan,BTN,1996,2949.8
Switzerland,CHE,1996,43181
Saudi Arabia,SAU,1996,49143
Uruguay,URY,1996,541668
Sweden,SWE,1996,563769
Sudan (former),,1996,6125
Belarus,BLR,1996,6231
Peru,PER,1996,642138
Portugal,PRT,1996,687925
Austria,AUT,1996,85669
Chile,CHL,1996,8758
Kazakhstan,KAZ,1996,8438
Czechia,CZE,1996,853636
Ireland,IRL,1996,94394
Venezuela,VEN,1996,97623
Serbia and Montenegro,OWID_SRM,1996,157839
Egypt,EGY,1996,11239
Hungary,HUN,1996,1123416
Iran,IRN,1996,138596
South Africa,ZAF,1996,139226
Brunei,BRN,1996,5874.2
Pakistan,PAK,1996,152448
Suriname,SUR,1996,6546.1
Belgium-Luxembourg (FAO),,1996,18414
Denmark,DNK,1996,1847678
Taiwan,TWN,1996,194918
Thailand,THA,1996,283651
Eastern Africa (FAO),,1996,2721415
India,IND,1996,282549
Belize,BLZ,1996,9664.11
Netherlands,NLD,1996,293957
Poland,POL,1996,2948255
Japan,JPN,1996,36416
Canada,CAN,1996,3174413
Australia,AUS,1996,3192245
United Kingdom,GBR,1996,356464
Mexico,MEX,1996,366446
Central America (FAO),,1996,4475794
Oceania,,1996,487775
Oceania (FAO),,1996,487775
Germany,DEU,1996,5946667
South-eastern Asia (FAO),,1996,8334263
Africa,,1996,9832284
Africa (FAO),,1996,1433534
Southern Europe (FAO),,1996,1759413
Brazil,BRA,1996,12351145
Net Food Importing Developing Countries (FAO),,1996,1257289
Eastern Europe (FAO),,1996,15223253
Western Europe (FAO),,1996,192585
Lower-middle-income countries,,1996,262178
South America,,1996,21657426
South America (FAO),,1996,21657426
United States,USA,1996,342754
Northern America (FAO),,1996,37444916
European Union (27),,1996,3768252
European Union (27) (FAO),,1996,39486624
North America,,1996,427728
China,CHN,1996,45516
China (FAO),,1996,47716256
Europe,,1996,51377744
Eastern Asia (FAO),,1996,52787824
Europe (FAO),,1996,5391276
Americas (FAO),,1996,64427456
Asia,,1996,724455
Asia (FAO),,1996,7249513
Upper-middle-income countries,,1996,8574721
High-income countries,,1996,9312142
World,OWID_WRL,1996,253259
Malaysia,MYS,1996,1865.2
Polynesia,OWID_PYA,1996,1154.36
Vietnam,VNM,1996,17247.5
Croatia,HRV,1996,117476.6
Mali,MLI,1996,117637.49
Georgia,GEO,1996,117858.19
Romania,ROU,1996,1179958.2
Madagascar,MDG,1996,127211.4
Saint Vincent and the Grenadines,VCT,1996,13.19
Honduras,HND,1996,131276.5
New Zealand,NZL,1996,1319958.8
Colombia,COL,1996,1343936.6
Ghana,GHA,1996,148898.6
Small Island Developing States (FAO),,1996,148955.2
Southern Africa (FAO),,1996,1546638.9
South Korea,KOR,1996,157732.5
Macao,MAC,1996,15821.34
Barbados,BRB,1996,16289.8
Central Asia (FAO),,1996,165275.1
Mozambique,MOZ,1996,165851.7
Guinea-Bissau,GNB,1996,1667.1
Burundi,BDI,1996,16826.29
Singapore,SGP,1996,169385.52
Philippines,PHL,1996,1718964.4
Cote d'Ivoire,CIV,1996,173659.27
Indonesia,IDN,1996,1739966.4
Liberia,LBR,1996,17659.32
Costa Rica,CRI,1996,18259.2
Tunisia,TUN,1996,184165.69
Guatemala,GTM,1996,185264.6
Eswatini,SWZ,1996,18739.5
Niger,NER,1996,1953.5
Comoros,COM,1996,1932.75
Iceland,ISL,1996,19386.3
Cameroon,CMR,1996,216.19
Lithuania,LTU,1996,2119.2
French Polynesia,PYF,1996,253.85
Sierra Leone,SLE,1996,2588.67
Seychelles,SYC,1996,211.53
Chad,TCD,1996,214887.16
Ukraine,UKR,1996,2173356.2
Western Africa (FAO),,1996,222136.5
East Timor,TLS,1996,22527.6
Congo,COG,1996,22994.1
Micronesia (FAO),,1996,2327.51
Uganda,UGA,1996,236371.31
Hong Kong,HKG,1996,241268.39
Mauritius,MUS,1996,24811.64
Rwanda,RWA,1996,27345.74
Togo,TGO,1996,27396.75
Syria,SYR,1996,276457.2
Dominican Republic,DOM,1996,28421.12
Myanmar,MMR,1996,28513.56
Tanzania,TZA,1996,287268.28
Eritrea,ERI,1996,28842.8
Western Asia (FAO),,1996,326799.5
Northern Africa (FAO),,1996,332963.5
Oman,OMN,1996,376.8
Afghanistan,AFG,1996,312194.16
Burkina Faso,BFA,1996,317624.62
Papua New Guinea,PNG,1996,32818.84
Trinidad and Tobago,TTO,1996,33235.49
Low-income countries,,1996,346157.8
Melanesia,OWID_MNS,1996,35319.34
Kenya,KEN,1996,371756.9
Argentina,ARG,1996,3836326.5
Bangladesh,BGD,1996,388749.75
Paraguay,PRY,1996,39778.94
Italy,ITA,1996,398784.2
Spain,ESP,1996,4184164.8
Ecuador,ECU,1996,42194.5
Morocco,MAR,1996,44649.62
Ethiopia,ETH,1996,447997.16
Benin,BEN,1996,4552.64
Guinea,GIN,1996,45714.97
Uzbekistan,UZB,1996,463892.16
Armenia,ARM,1996,48369.31
Bulgaria,BGR,1996,52712.88
Algeria,DZA,1996,514137.28
Greece,GRC,1996,515424.62
Russia,RUS,1996,532485.5
Least Developed Countries (FAO),,1996,5515876.5
Saint Kitts and Nevis,KNA,1996,554.16
Albania,ALB,1996,59137.81
Mauritania,MRT,1996,59368.38
Gambia,GMB,1996,62.48
Land Locked Developing Countries (FAO),,1996,639696.5
Faroe Islands,FRO,1996,68.83
Zimbabwe,ZWE,1996,622523.1
Namibia,NAM,1996,63415.18
Sao Tome and Principe,STP,1996,635.71
Botswana,BWA,1996,65723.84
Niue,NIU,1996,66.41
Southern Asia (FAO),,1996,6695964.5
Low Income Food Deficit Countries (FAO),,1996,678597.5
Cook Islands,COK,1996,681.5
Laos,LAO,1996,68367.5
Kuwait,KWT,1996,69796.83
Haiti,HTI,1996,716.55
France,FRA,1996,7332371.5
Jamaica,JAM,1996,7795.25
Northern Europe (FAO),,1996,785561.5
Maldives,MDV,1996,846.59
Turkey,TUR,1996,848214.2
Caribbean (FAO),,1996,849316.7
Djibouti,DJI,1996,8518.35
Lesotho,LSO,1996,8534.42
Puerto Rico,PRI,1996,88998.37
Bahamas,BHS,1996,991.75
Middle Africa (FAO),,1996,911156.1
Nigeria,NGA,1996,931522.6
Antigua and Barbuda,ATG,1996,934.2
United Arab Emirates,ARE,1996,9456.4
Sri Lanka,LKA,1996,94638.71
Kiribati,KIR,1996,969.5
Iraq,IRQ,1996,97592.5
Senegal,SEN,1996,98255.24
Micronesia (country),FSM,1997,1285.1
Dominica,DMA,1997,1319.5
Comoros,COM,1997,1827.5
Nauru,NRU,1997,73
Tuvalu,TUV,1997,147
Equatorial Guinea,GNQ,1997,52
Maldives,MDV,1997,87
French Guiana,GUF,1997,2132
Samoa,WSM,1997,4759
Martinique,MTQ,1997,516
Guadeloupe,GLP,1997,5297
New Caledonia,NCL,1997,5938
Cape Verde,CPV,1997,6557
Vanuatu,VUT,1997,734
Lesotho,LSO,1997,9164
Guyana,GUY,1997,15252
Bosnia and Herzegovina,BIH,1997,26323
North Macedonia,MKD,1997,27771
Rwanda,RWA,1997,28717
Reunion,REU,1997,3386
Tokelau,TKL,1997,24.3
Malawi,MWI,1997,51573
Estonia,EST,1997,53483
Latvia,LVA,1997,7149
Tonga,TON,1997,212.8
Palestine,PSE,1997,85336
Cyprus,CYP,1997,944
Central African Republic,CAF,1997,94872
Turkmenistan,TKM,1997,111
Azerbaijan,AZE,1997,11277
Jordan,JOR,1997,113578
Saint Lucia,LCA,1997,2214.9
Moldova,MDA,1997,1211
Zambia,ZMB,1997,125613
Angola,AGO,1997,129525
Honduras,HND,1997,131711
North Korea,PRK,1997,141656
Yemen,YEM,1997,144533
Slovenia,SVN,1997,148436
Somalia,SOM,1997,155195
Panama,PAN,1997,155253
Cambodia,KHM,1997,17329
Nepal,NPL,1997,174268
Libya,LBY,1997,1839
Kyrgyzstan,KGZ,1997,185971
Cuba,CUB,1997,22248
Democratic Republic of Congo,COD,1997,22584
Mongolia,MNG,1997,2456
Israel,ISR,1997,33465
Finland,FIN,1997,3373
Afghanistan,AFG,1997,341132
Kenya,KEN,1997,383422
Solomon Islands,SLB,1997,2962.5
Switzerland,CHE,1997,42126
Algeria,DZA,1997,51988
Saudi Arabia,SAU,1997,581
Uruguay,URY,1997,58833
Sweden,SWE,1997,592486
Belarus,BLR,1997,6315
Sudan (former),,1997,66625
Peru,PER,1997,714123
Portugal,PRT,1997,724991
Austria,AUT,1997,796518
Czechia,CZE,1997,835768
Chile,CHL,1997,84422
Ireland,IRL,1997,97389
Serbia and Montenegro,OWID_SRM,1997,99159
Venezuela,VEN,1997,142621
Egypt,EGY,1997,1245121
New Zealand,NZL,1997,132818
Small Island Developing States (FAO),,1997,1465563
Iran,IRN,1997,1486373
Pakistan,PAK,1997,166788
South Africa,ZAF,1997,172729
Belgium-Luxembourg (FAO),,1997,174343
Taiwan,TWN,1997,1779814
Philippines,PHL,1997,1838192
Denmark,DNK,1997,1876881
Suriname,SUR,1997,7552.4
Brunei,BRN,1997,7671.7
Poland,POL,1997,2823
India,IND,1997,34739
Japan,JPN,1997,362687
Canada,CAN,1997,335876
Australia,AUS,1997,334594
Western Asia (FAO),,1997,3393349
Mexico,MEX,1997,388567
Spain,ESP,1997,42847
Oceania,,1997,542782
Oceania (FAO),,1997,542782
Least Developed Countries (FAO),,1997,5787333
Germany,DEU,1997,5874942
Low Income Food Deficit Countries (FAO),,1997,6958432
South-eastern Asia (FAO),,1997,8665196
Africa,,1997,1542754
Southern Europe (FAO),,1997,1766121
Africa (FAO),,1997,11294
Brazil,BRA,1997,1265638
Net Food Importing Developing Countries (FAO),,1997,13223511
Eastern Europe (FAO),,1997,14249489
Western Europe (FAO),,1997,193378
Lower-middle-income countries,,1997,215326
South America,,1997,2226892
South America (FAO),,1997,2226892
United States,USA,1997,3491425
European Union (27),,1997,3744938
Northern America (FAO),,1997,3822124
European Union (27) (FAO),,1997,39192812
North America,,1997,4376224
Europe,,1997,5441364
Europe (FAO),,1997,52979
China,CHN,1997,5223324
China (FAO),,1997,54264344
Eastern Asia (FAO),,1997,5935735
Americas (FAO),,1997,663924
Asia,,1997,881496
Asia (FAO),,1997,8175496
Upper-middle-income countries,,1997,934456
High-income countries,,1997,946877
World,OWID_WRL,1997,2145491
Senegal,SEN,1997,1138.28
Malaysia,MYS,1997,118959.4
Grenada,GRD,1997,131.71
Iraq,IRQ,1997,15835.25
Hungary,HUN,1997,16327.1
Mali,MLI,1997,1165.93
Bahrain,BHR,1997,11759.22
Romania,ROU,1997,1177977.9
Georgia,GEO,1997,12753.64
Croatia,HRV,1997,12815.75
Vietnam,VNM,1997,121732.5
Saint Vincent and the Grenadines,VCT,1997,13.19
Colombia,COL,1997,132633.2
Madagascar,MDG,1997,13585.94
Lebanon,LBN,1997,138668.4
Central Asia (FAO),,1997,152652.5
Qatar,QAT,1997,1536.96
Ghana,GHA,1997,154115.89
Barbados,BRB,1997,1551.8
Burundi,BDI,1997,15747.51
Macao,MAC,1997,16346.38
South Korea,KOR,1997,164816.2
Mozambique,MOZ,1997,167923.6
Costa Rica,CRI,1997,17396.89
Malta,MLT,1997,17272.47
Guinea-Bissau,GNB,1997,1729.3
Indonesia,IDN,1997,1729663.4
Fiji,FJI,1997,17322.7
Cote d'Ivoire,CIV,1997,178142.16
Liberia,LBR,1997,17916.75
Singapore,SGP,1997,181368.61
Southern Africa (FAO),,1997,1868171.1
French Polynesia,PYF,1997,1925.85
Ukraine,UKR,1997,193386.4
Cameroon,CMR,1997,193993.5
Niger,NER,1997,195324.5
Tunisia,TUN,1997,195357.42
Eswatini,SWZ,1997,19864.4
Iceland,ISL,1997,2173.22
Lithuania,LTU,1997,22579.44
Sierra Leone,SLE,1997,236.7
Thailand,THA,1997,288669.6
Guatemala,GTM,1997,215999.97
Seychelles,SYC,1997,224.35
Chad,TCD,1997,227435.27
Western Africa (FAO),,1997,2324147.8
Micronesia (FAO),,1997,2327.51
Hong Kong,HKG,1997,234942.45
Congo,COG,1997,2367.2
Uganda,UGA,1997,239697.92
Mauritius,MUS,1997,25315.28
Norway,NOR,1997,261269.94
Bhutan,BTN,1997,2682.83
Netherlands,NLD,1997,2687731.8
Dominican Republic,DOM,1997,276144.6
Eastern Africa (FAO),,1997,2766876.8
East Timor,TLS,1997,27725.24
Eritrea,ERI,1997,2777.6
Tanzania,TZA,1997,2977.56
Syria,SYR,1997,292626.66
Togo,TGO,1997,2984.3
Trinidad and Tobago,TTO,1997,3137.42
Gabon,GAB,1997,3467.2
Myanmar,MMR,1997,31614.75
Oman,OMN,1997,31769.5
Papua New Guinea,PNG,1997,328778.84
Northern Africa (FAO),,1997,332897.5
Burkina Faso,BFA,1997,339499.1
Bolivia,BOL,1997,346489.7
Low-income countries,,1997,3478961.8
Melanesia,OWID_MNS,1997,36236.6
United Kingdom,GBR,1997,365221.2
Slovakia,SVK,1997,36769.47
Tajikistan,TJK,1997,37465.12
Argentina,ARG,1997,3862434.2
Italy,ITA,1997,3892161.8
Paraguay,PRY,1997,413455.62
Bangladesh,BGD,1997,415795.7
Benin,BEN,1997,4549.65
Ethiopia,ETH,1997,45757.25
Bulgaria,BGR,1997,45561.66
Ecuador,ECU,1997,455773.5
Uzbekistan,UZB,1997,47745.62
Greece,GRC,1997,474169.1
Central America (FAO),,1997,4746775.5
Guinea,GIN,1997,47741.43
Russia,RUS,1997,484629.5
Armenia,ARM,1997,4979.7
Namibia,NAM,1997,5226.32
Morocco,MAR,1997,529991.1
Saint Kitts and Nevis,KNA,1997,536.16
Albania,ALB,1997,58583.9
Land Locked Developing Countries (FAO),,1997,62395.5
Faroe Islands,FRO,1997,61.1
Botswana,BWA,1997,61887.42
Zimbabwe,ZWE,1997,622196.6
Gambia,GMB,1997,6256.52
Mauritania,MRT,1997,62914.23
Sao Tome and Principe,STP,1997,661.23
Niue,NIU,1997,69.4
Laos,LAO,1997,71738.5
Kazakhstan,KAZ,1997,72222.7
Southern Asia (FAO),,1997,72331.5
Kuwait,KWT,1997,72363.38
Haiti,HTI,1997,73136.67
France,FRA,1997,75988.5
Cook Islands,COK,1997,778.17
Caribbean (FAO),,1997,795124.44
Northern Europe (FAO),,1997,841472.5
Jamaica,JAM,1997,8936.25
Djibouti,DJI,1997,8561.25
Nicaragua,NIC,1997,88978.2
El Salvador,SLV,1997,89133.5
Puerto Rico,PRI,1997,89299.6
Middle Africa (FAO),,1997,92171.4
Belize,BLZ,1997,9632.86
Antigua and Barbuda,ATG,1997,966.23
Sri Lanka,LKA,1997,9679.3
Kiribati,KIR,1997,969.5
Polynesia,OWID_PYA,1997,986.52
United Arab Emirates,ARE,1997,98254.34
Nigeria,NGA,1997,985383.94
Bahamas,BHS,1997,9949.75
Turkey,TUR,1997,997739.6
Micronesia (country),FSM,1998,1285.1
Dominica,DMA,1998,1344.5
Nauru,NRU,1998,73
Tuvalu,TUV,1998,15
Maldives,MDV,1998,9
French Guiana,GUF,1998,2262
Samoa,WSM,1998,4755
Martinique,MTQ,1998,5158
Guadeloupe,GLP,1998,5299
New Caledonia,NCL,1998,672
Cape Verde,CPV,1998,8188
Lesotho,LSO,1998,8595
Qatar,QAT,1998,12287
Guyana,GUY,1998,14538
Burundi,BDI,1998,16783
North Macedonia,MKD,1998,25789
Bosnia and Herzegovina,BIH,1998,2989
Oman,OMN,1998,3211
Rwanda,RWA,1998,33116
Reunion,REU,1998,33587
Tokelau,TKL,1998,24.3
Malawi,MWI,1998,54414
Latvia,LVA,1998,7112
Tonga,TON,1998,212.8
El Salvador,SLV,1998,92298
Central African Republic,CAF,1998,9643
Moldova,MDA,1998,12374
Iraq,IRQ,1998,13253
Saint Lucia,LCA,1998,2183.8
Georgia,GEO,1998,1418
Azerbaijan,AZE,1998,12114
Croatia,HRV,1998,121357
Honduras,HND,1998,125458
Zambia,ZMB,1998,13138
Angola,AGO,1998,138448
Slovenia,SVN,1998,153175
Yemen,YEM,1998,153874
North Korea,PRK,1998,1746
Panama,PAN,1998,175655
Cambodia,KHM,1998,1776
Somalia,SOM,1998,17772
Nepal,NPL,1998,18675
Libya,LBY,1998,187773
Kyrgyzstan,KGZ,1998,191115
Niger,NER,1998,26423
Cuba,CUB,1998,217583
Democratic Republic of Congo,COD,1998,22396
Mongolia,MNG,1998,2683
Bhutan,BTN,1998,2664.9
Slovakia,SVK,1998,332118
Israel,ISR,1998,33239
Finland,FIN,1998,34569
Kenya,KEN,1998,386349
Solomon Islands,SLB,1998,297.5
Switzerland,CHE,1998,433878
Bulgaria,BGR,1998,474596
Sweden,SWE,1998,58547
Uruguay,URY,1998,59634
Saudi Arabia,SAU,1998,5972
Belarus,BLR,1998,6729
Peru,PER,1998,717416
Sudan (former),,1998,745
Portugal,PRT,1998,766713
Austria,AUT,1998,815835
Czechia,CZE,1998,85283
Chile,CHL,1998,895675
Serbia and Montenegro,OWID_SRM,1998,978338
Turkey,TUR,1998,129627
Ireland,IRL,1998,13674
Venezuela,VEN,1998,157228
Romania,ROU,1998,198169
Egypt,EGY,1998,126596
Vietnam,VNM,1998,12887
Colombia,COL,1998,1369186
South Africa,ZAF,1998,1438796
Central Asia (FAO),,1998,15896
Gambia,GMB,1998,694.12
Pakistan,PAK,1998,159518
Taiwan,TWN,1998,1628479
Suriname,SUR,1998,6516.1
Belgium-Luxembourg (FAO),,1998,181223
Vanuatu,VUT,1998,6849.5
Denmark,DNK,1998,198657
Djibouti,DJI,1998,8787.5
Eastern Africa (FAO),,1998,2862788
Brunei,BRN,1998,9954.9
Poland,POL,1998,34217
Japan,JPN,1998,341938
India,IND,1998,33777
Western Asia (FAO),,1998,3444718
Canada,CAN,1998,358116
Australia,AUS,1998,361278
Low-income countries,,1998,36593
Argentina,ARG,1998,3734138
United Kingdom,GBR,1998,3765518
Mexico,MEX,1998,411754
Oceania,,1998,5349557
Oceania (FAO),,1998,5349557
Least Developed Countries (FAO),,1998,672642
Germany,DEU,1998,675442
Land Locked Developing Countries (FAO),,1998,6211515
Southern Asia (FAO),,1998,753499
France,FRA,1998,7537151
South-eastern Asia (FAO),,1998,8498172
Africa,,1998,153719
Africa (FAO),,1998,1127769
Southern Europe (FAO),,1998,11329547
Brazil,BRA,1998,1327682
Net Food Importing Developing Countries (FAO),,1998,13553877
Eastern Europe (FAO),,1998,1483723
Western Europe (FAO),,1998,1971468
Lower-middle-income countries,,1998,22949
South America,,1998,22849778
South America (FAO),,1998,22849778
United States,USA,1998,358742
European Union (27),,1998,3893843
Northern America (FAO),,1998,3945536
European Union (27) (FAO),,1998,4739652
North America,,1998,4529933
Europe,,1998,51747668
Europe (FAO),,1998,53453844
China,CHN,1998,567944
China (FAO),,1998,5867618
Eastern Asia (FAO),,1998,6386964
Americas (FAO),,1998,681491
Asia,,1998,84751816
Asia (FAO),,1998,84846856
High-income countries,,1998,9716168
Upper-middle-income countries,,1998,97657624
World,OWID_WRL,1998,223776
Malaysia,MYS,1998,17654.7
Nigeria,NGA,1998,116361.2
Senegal,SEN,1998,12739.8
Hungary,HUN,1998,189184.2
Bahamas,BHS,1998,1936.5
Jordan,JOR,1998,11291.6
Grenada,GRD,1998,1122.29
Mali,MLI,1998,117817.33
Turkmenistan,TKM,1998,129167.92
Bahrain,BHR,1998,12945.8
Saint Vincent and the Grenadines,VCT,1998,13.19
Lebanon,LBN,1998,13175.6
Madagascar,MDG,1998,13989.9
New Zealand,NZL,1998,136873.1
Indonesia,IDN,1998,1395538.9
Iran,IRN,1998,149882.5
Small Island Developing States (FAO),,1998,152269.4
Barbados,BRB,1998,15255.8
Fiji,FJI,1998,15487.64
Ghana,GHA,1998,156454.94
Southern Africa (FAO),,1998,1588787.8
Macao,MAC,1998,1684.12
South Korea,KOR,1998,1699947.4
Mozambique,MOZ,1998,17263.58
Singapore,SGP,1998,171792.31
Costa Rica,CRI,1998,172496.83
Malta,MLT,1998,17251.4
Cote d'Ivoire,CIV,1998,175668.81
Guinea-Bissau,GNB,1998,1762.3
Ukraine,UKR,1998,1764126.8
Liberia,LBR,1998,18254.17
Philippines,PHL,1998,1894299.6
Comoros,COM,1998,1954.75
French Polynesia,PYF,1998,1972.85
Cameroon,CMR,1998,23824.89
Lithuania,LTU,1998,24472.62
Sierra Leone,SLE,1998,2512.77
Seychelles,SYC,1998,268.19
Eswatini,SWZ,1998,2125.7
Tunisia,TUN,1998,21895.4
Iceland,ISL,1998,21135.14
Thailand,THA,1998,212241.5
Guatemala,GTM,1998,22713.14
Mauritius,MUS,1998,23222.14
Micronesia (FAO),,1998,2327.51
Western Africa (FAO),,1998,2397715.5
Chad,TCD,1998,24742.6
Hong Kong,HKG,1998,241176.52
Uganda,UGA,1998,24679.8
Congo,COG,1998,25547.6
Norway,NOR,1998,261885.77
East Timor,TLS,1998,27182.9
Tajikistan,TJK,1998,28244.69
Trinidad and Tobago,TTO,1998,29371.76
Dominican Republic,DOM,1998,295526.72
Tanzania,TZA,1998,299934.94
Eritrea,ERI,1998,3295.9
Netherlands,NLD,1998,337939.2
Syria,SYR,1998,34939.3
Gabon,GAB,1998,31245.4
Togo,TGO,1998,31454.48
Myanmar,MMR,1998,332292.6
Papua New Guinea,PNG,1998,335955.8
Northern Africa (FAO),,1998,3467869.8
Burkina Faso,BFA,1998,356359.97
Melanesia,OWID_MNS,1998,367335.44
Afghanistan,AFG,1998,371849.84
Bolivia,BOL,1998,376394.7
Ecuador,ECU,1998,385898.8
Italy,ITA,1998,3867223.2
Bangladesh,BGD,1998,4181.53
Paraguay,PRY,1998,4237.5
Ethiopia,ETH,1998,458876.88
Benin,BEN,1998,4621.66
Greece,GRC,1998,468977.6
Russia,RUS,1998,469328.5
Spain,ESP,1998,4841244.5
Central America (FAO),,1998,5542.5
Guinea,GIN,1998,5168.65
Equatorial Guinea,GNQ,1998,51.45
Armenia,ARM,1998,5128.2
Uzbekistan,UZB,1998,518165.6
Morocco,MAR,1998,526316.6
Algeria,DZA,1998,537288.75
Saint Kitts and Nevis,KNA,1998,562.6
Namibia,NAM,1998,59457.93
Estonia,EST,1998,67.26
Albania,ALB,1998,6389.65
Faroe Islands,FRO,1998,64.91
Botswana,BWA,1998,6913.16
Kazakhstan,KAZ,1998,64143.3
Zimbabwe,ZWE,1998,656254.4
Mauritania,MRT,1998,67595.8
Sao Tome and Principe,STP,1998,683.55
Niue,NIU,1998,73.4
Low Income Food Deficit Countries (FAO),,1998,733335.5
Laos,LAO,1998,7485.3
Kuwait,KWT,1998,76165.75
Haiti,HTI,1998,821.8
Northern Europe (FAO),,1998,833915.5
Cook Islands,COK,1998,834.58
Caribbean (FAO),,1998,838546.25
Jamaica,JAM,1998,84837.25
Nicaragua,NIC,1998,85345.4
Puerto Rico,PRI,1998,8771.33
Palestine,PSE,1998,91788.5
United Arab Emirates,ARE,1998,94529.86
Cyprus,CYP,1998,9545.5
Belize,BLZ,1998,9524.16
Middle Africa (FAO),,1998,96528.5
Kiribati,KIR,1998,969.5
Sri Lanka,LKA,1998,9755.15
Antigua and Barbuda,ATG,1998,972.86
Polynesia,OWID_PYA,1998,9912.93
Micronesia (country),FSM,1999,1285.1
Dominica,DMA,1999,1364.4
Nauru,NRU,1999,73
Tuvalu,TUV,1999,149
Maldives,MDV,1999,1
Comoros,COM,1999,273
French Polynesia,PYF,1999,2182
French Guiana,GUF,1999,2353
Samoa,WSM,1999,484
Martinique,MTQ,1999,5435
Guadeloupe,GLP,1999,5494
New Caledonia,NCL,1999,62
Vanuatu,VUT,1999,7215
Cape Verde,CPV,1999,8484
Djibouti,DJI,1999,9287
Bahrain,BHR,1999,15233
Guyana,GUY,1999,15378
Burundi,BDI,1999,293
Eswatini,SWZ,1999,23212
Iceland,ISL,1999,2329
North Macedonia,MKD,1999,25123
Congo,COG,1999,25836
Bosnia and Herzegovina,BIH,1999,29478
Oman,OMN,1999,31392
